Plant Name,Scientific Name,Image URL,Page URL
Sweet cherry,Prunus avium,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317764375175856128.jpeg,https://www.picturethisai.com/wiki/Prunus_avium.html
Spearmint,Mentha spicata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317753689297223680.jpeg,https://www.picturethisai.com/wiki/Mentha_spicata.html
Spineless yucca,Yucca gigantea,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348116964891590656.jpeg,https://www.picturethisai.com/wiki/Yucca_gigantea.html
Scarlet-star,Guzmania lingulata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201212247087906816.jpeg,https://www.picturethisai.com/wiki/Guzmania_lingulata.html
Silver maple,Acer saccharinum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201161076847476736.jpeg,https://www.picturethisai.com/wiki/Acer_saccharinum.html
Tomato,Solanum lycopersicum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317742140130164736.jpeg,https://www.picturethisai.com/wiki/Solanum_lycopersicum.html
Tea rose,Rosa hybrida,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202654123443879936.jpeg,https://www.picturethisai.com/wiki/Rosa_hybrida.html
Tree of heaven,Ailanthus altissima,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201161622308323328.jpeg,https://www.picturethisai.com/wiki/Ailanthus_altissima.html
Ti plant,Cordyline fruticosa,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154495260783804421.jpeg,https://www.picturethisai.com/wiki/Cordyline_fruticosa.html
Trumpet creeper,Campsis radicans,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154098032143499298.jpeg,https://www.picturethisai.com/wiki/Campsis_radicans.html
Taro,Colocasia esculenta,,https://www.picturethisai.com/wiki/Colocasia_esculenta.html
Tulip poplar,Liriodendron tulipifera,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154165059403120646.jpeg,https://www.picturethisai.com/wiki/Liriodendron_tulipifera.html
Trailing jade,Peperomia rotundifolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153785719301603346.jpeg,https://www.picturethisai.com/wiki/Peperomia_rotundifolia.html
Tansy ragwort,Jacobaea vulgaris,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201214025204367360.jpeg,https://www.picturethisai.com/wiki/Jacobaea_vulgaris.html
Turtle vine,Callisia repens,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/157145397339357189.jpeg,https://www.picturethisai.com/wiki/Callisia_repens.html
Virginia creeper,Parthenocissus quinquefolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347126635627446272.jpeg,https://www.picturethisai.com/wiki/Parthenocissus_quinquefolia.html
Venus flytrap,Dionaea muscipula,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202701402443874304.jpeg,https://www.picturethisai.com/wiki/Dionaea_muscipula.html
Velvetleaf,Abutilon theophrasti,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153898092825935902.jpeg,https://www.picturethisai.com/wiki/Abutilon_theophrasti.html
Variegated snake plant,Sansevieria trifasciata var. laurentii,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153975281978179630.jpeg,https://www.picturethisai.com/wiki/Sansevieria_trifasciata_var._laurentii.html
Viper's bugloss,Echium vulgare,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154145285373689873.jpeg,https://www.picturethisai.com/wiki/Echium_vulgare.html
Weeping fig,Ficus benjamina,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153934690242265104.jpeg,https://www.picturethisai.com/wiki/Ficus_benjamina.html
Wild carrot,Daucus carota,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348119717965627392.jpeg,https://www.picturethisai.com/wiki/Daucus_carota.html
Wax begonia,Begonia cucullata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154255708982870034.jpeg,https://www.picturethisai.com/wiki/Begonia_cucullata.html
Wine grape,Vitis vinifera,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154226241212252199.jpeg,https://www.picturethisai.com/wiki/Vitis_vinifera.html
Watermelon,Citrullus lanatus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201174017583972352.jpeg,https://www.picturethisai.com/wiki/Citrullus_lanatus.html
Woodland sage,Salvia nemorosa,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154129638807830536.jpeg,https://www.picturethisai.com/wiki/Salvia_nemorosa.html
Winter squash,Cucurbita maxima,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317752628440301568.jpeg,https://www.picturethisai.com/wiki/Cucurbita_maxima.html
White ash,Fraxinus americana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153972554673946655.jpeg,https://www.picturethisai.com/wiki/Fraxinus_americana.html
Woodland strawberry,Fragaria vesca,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154139564477251627.jpeg,https://www.picturethisai.com/wiki/Fragaria_vesca.html
White clover,Trifolium repens,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202692159674253312.jpeg,https://www.picturethisai.com/wiki/Trifolium_repens.html
Yellow butterfly palm,Dypsis lutescens,,https://www.picturethisai.com/wiki/Dypsis_lutescens.html
Yellow daylily,Hemerocallis lilioasphodelus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154056826227261475.jpeg,https://www.picturethisai.com/wiki/Hemerocallis_lilioasphodelus.html
Zanzibar gem,Zamioculcas zamiifolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348133526285484032.jpeg,https://www.picturethisai.com/wiki/Zamioculcas_zamiifolia.html
Zonal geranium,Pelargonium hortorum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347094560811679744.jpeg,https://www.picturethisai.com/wiki/Pelargonium_hortorum.html
Zebra plant,Haworthiopsis fasciata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154206673341251610.jpeg,https://www.picturethisai.com/wiki/Haworthiopsis_fasciata.html
Bottlebrush,Callistemon rigidus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154073172872790025.jpeg,https://www.picturethisai.com/wiki/Callistemon_rigidus.html
Pygmy date palm,Phoenix roebelenii,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154015465692200995.jpeg,https://www.picturethisai.com/wiki/Phoenix_roebelenii.html
Norway spruce,Picea abies,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347088084000997376.jpeg,https://www.picturethisai.com/wiki/Picea_abies.html
Mango tree,Mangifera indica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317750884683579392.jpeg,https://www.picturethisai.com/wiki/Mangifera_indica.html
Confederate rose,Hibiscus mutabilis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/157505165274906626.jpeg,https://www.picturethisai.com/wiki/Hibiscus_mutabilis.html
Lady banks's rose,Rosa banksiae,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153785259740102693.jpeg,https://www.picturethisai.com/wiki/Rosa_banksiae.html
China rose,Rosa chinensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202648501331689472.jpeg,https://www.picturethisai.com/wiki/Rosa_chinensis.html
Queen of the night,Epiphyllum oxypetalum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202702012329230336.jpeg,https://www.picturethisai.com/wiki/Epiphyllum_oxypetalum.html
Aphrodite's phalaenopsis,Phalaenopsis aphrodite,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154100557584269343.jpeg,https://www.picturethisai.com/wiki/Phalaenopsis_aphrodite.html
Aloe vera,Aloe vera,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/242358321552261120.jpeg,https://www.picturethisai.com/wiki/Aloe_vera.html
Apple,Malus pumila,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201218453315649536.jpeg,https://www.picturethisai.com/wiki/Malus_pumila.html
Arrowhead plant,Syngonium podophyllum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347090111225561088.jpeg,https://www.picturethisai.com/wiki/Syngonium_podophyllum.html
Avocado,Persea americana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317749875366264832.jpeg,https://www.picturethisai.com/wiki/Persea_americana.html
African marigold,Tagetes erecta,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/315097866204971008.jpeg,https://www.picturethisai.com/wiki/Tagetes_erecta.html
Arborvitae,Thuja occidentalis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154041239790944287.jpeg,https://www.picturethisai.com/wiki/Thuja_occidentalis.html
Annual fleabane,Erigeron annuus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154210216689270785.jpeg,https://www.picturethisai.com/wiki/Erigeron_annuus.html
African-lily,Agapanthus praecox,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153962006234267666.jpeg,https://www.picturethisai.com/wiki/Agapanthus_praecox.html
August lily,Hosta plantaginea,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201212891333001216.jpeg,https://www.picturethisai.com/wiki/Hosta_plantaginea.html
Bigleaf hydrangea,Hydrangea macrophylla,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154128268713263129.jpeg,https://www.picturethisai.com/wiki/Hydrangea_macrophylla.html
Baby rubber plant,Peperomia obtusifolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347093040393256960.jpeg,https://www.picturethisai.com/wiki/Peperomia_obtusifolia.html
Black cherry,Prunus serotina,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154083089952276500.jpeg,https://www.picturethisai.com/wiki/Prunus_serotina.html
Box elder,Acer negundo,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153410240375685143.jpeg,https://www.picturethisai.com/wiki/Acer_negundo.html
Black walnut,Juglans nigra,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201214076743974912.jpeg,https://www.picturethisai.com/wiki/Juglans_nigra.html
Black nightshade,Solanum nigrum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154044001454915617.jpeg,https://www.picturethisai.com/wiki/Solanum_nigrum.html
Brazilian jasmine,Mandevilla sanderi,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154000484846272543.jpeg,https://www.picturethisai.com/wiki/Mandevilla_sanderi.html
Butterfly bush,Buddleja davidii,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347096875799052288.jpeg,https://www.picturethisai.com/wiki/Buddleja_davidii.html
Boston fern,Nephrolepis exaltata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153807877037883398.jpeg,https://www.picturethisai.com/wiki/Nephrolepis_exaltata.html
Black-eyed susan,Rudbeckia hirta,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348132903515226112.jpeg,https://www.picturethisai.com/wiki/Rudbeckia_hirta.html
Cape jasmine,Gardenia jasminoides,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201211542713270272.jpeg,https://www.picturethisai.com/wiki/Gardenia_jasminoides.html
Corn plant,Dracaena fragrans,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154131794881413123.jpeg,https://www.picturethisai.com/wiki/Dracaena_fragrans.html
China rose,Rosa chinensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202648501331689472.jpeg,https://www.picturethisai.com/wiki/Rosa_chinensis.html
Common sunflower,Helianthus annuus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153840158012080172.jpeg,https://www.picturethisai.com/wiki/Helianthus_annuus.html
Cucumber,Cucumis sativus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317732991849824256.jpeg,https://www.picturethisai.com/wiki/Cucumis_sativus.html
Common coleus,Coleus scutellarioides,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/152432134588465153.jpeg,https://www.picturethisai.com/wiki/Coleus_scutellarioides.html
Crepe myrtle,Lagerstroemia indica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201214506240704512.jpeg,https://www.picturethisai.com/wiki/Lagerstroemia_indica.html
Chinese hibiscus,Hibiscus rosa-sinensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154120121160302616.jpeg,https://www.picturethisai.com/wiki/Hibiscus_rosa-sinensis.html
Common lilac,Syringa vulgaris,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153449182844157981.jpeg,https://www.picturethisai.com/wiki/Syringa_vulgaris.html
Common yarrow,Achillea millefolium,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154244786881036288.jpeg,https://www.picturethisai.com/wiki/Achillea_millefolium.html
Dieffenbachia,Dieffenbachia seguine,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348113451608342528.jpeg,https://www.picturethisai.com/wiki/Dieffenbachia_seguine.html
Dwarf umbrella tree,Schefflera arboricola,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153444759027843082.jpeg,https://www.picturethisai.com/wiki/Schefflera_arboricola.html
Ditch lily,Hemerocallis fulva,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/393494492670328832.jpeg,https://www.picturethisai.com/wiki/Hemerocallis_fulva.html
Desert rose,Adenium obesum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153778641195499523.jpeg,https://www.picturethisai.com/wiki/Adenium_obesum.html
Dog rose,Rosa canina,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202648157734305792.jpeg,https://www.picturethisai.com/wiki/Rosa_canina.html
Durian,Durio zibethinus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/224655510032842752.jpeg,https://www.picturethisai.com/wiki/Durio_zibethinus.html
Dragon fruit,Hylocereus undatus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154138757023399974.jpeg,https://www.picturethisai.com/wiki/Hylocereus_undatus.html
Dendrobium Noble,Dendrobium nobile,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153777709187596325.jpeg,https://www.picturethisai.com/wiki/Dendrobium_nobile.html
Dense blazing star,Liatris spicata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201217074631147520.jpeg,https://www.picturethisai.com/wiki/Liatris_spicata.html
English ivy,Hedera helix,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201212500490977280.jpeg,https://www.picturethisai.com/wiki/Hedera_helix.html
English lavender,Lavandula angustifolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/314436260852662272.jpeg,https://www.picturethisai.com/wiki/Lavandula_angustifolia.html
European plum,Prunus domestica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153427643583168538.jpeg,https://www.picturethisai.com/wiki/Prunus_domestica.html
Evergreen azalea,Rhododendron indicum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153996421807210530.jpeg,https://www.picturethisai.com/wiki/Rhododendron_indicum.html
Evergreen spindle,Euonymus japonicus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347101342565040128.jpeg,https://www.picturethisai.com/wiki/Euonymus_japonicus.html
Elder,Sambucus nigra,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317738343379075072.jpeg,https://www.picturethisai.com/wiki/Sambucus_nigra.html
Evergreen rose,Rosa sempervirens,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/200471167660654592.jpeg,https://www.picturethisai.com/wiki/Rosa_sempervirens.html
Elephant bush,Portulacaria afra,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348119017885958144.jpeg,https://www.picturethisai.com/wiki/Portulacaria_afra.html
Eastern redbud,Cercis canadensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154048957847175201.jpeg,https://www.picturethisai.com/wiki/Cercis_canadensis.html
European beech,Fagus sylvatica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/393493899964841984.jpeg,https://www.picturethisai.com/wiki/Fagus_sylvatica.html
Florist kalanchoe,Kalanchoe blossfeldiana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153754456234655761.jpeg,https://www.picturethisai.com/wiki/Kalanchoe_blossfeldiana.html
Field pumpkin,Cucurbita pepo,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317734576692756480.jpeg,https://www.picturethisai.com/wiki/Cucurbita_pepo.html
Flamingo flower,Anthurium andraeanum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201164237943406592.jpeg,https://www.picturethisai.com/wiki/Anthurium_andraeanum.html
False christmas cactus,Schlumbergera truncata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202656794913538048.jpeg,https://www.picturethisai.com/wiki/Schlumbergera_truncata.html
Fiddle-leaf fig,Ficus lyrata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154144580999053326.jpeg,https://www.picturethisai.com/wiki/Ficus_lyrata.html
Fringed willowherb,Epilobium ciliatum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154018145751793683.jpeg,https://www.picturethisai.com/wiki/Epilobium_ciliatum.html
Four o'clock flower,Mirabilis jalapa,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154028612587094040.jpeg,https://www.picturethisai.com/wiki/Mirabilis_jalapa.html
Flowering dogwood,Cornus florida,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154047257040125977.jpeg,https://www.picturethisai.com/wiki/Cornus_florida.html
Field bindweed,Convolvulus arvensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201175439218147328.jpeg,https://www.picturethisai.com/wiki/Convolvulus_arvensis.html
False shamrock,Oxalis triangularis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153935974437486623.jpeg,https://www.picturethisai.com/wiki/Oxalis_triangularis.html
Golden pothos,Epipremnum aureum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153861190466928663.jpeg,https://www.picturethisai.com/wiki/Epipremnum_aureum.html
Garden petunia,Petunia atkinsiana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153462084925915168.jpeg,https://www.picturethisai.com/wiki/Petunia_atkinsiana.html
Garden dahlia,Dahlia pinnata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154057612206276631.jpeg,https://www.picturethisai.com/wiki/Dahlia_pinnata.html
Garden croton,Codiaeum variegatum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201175005426450432.jpeg,https://www.picturethisai.com/wiki/Codiaeum_variegatum.html
Garden mum,Chrysanthemum × morifolium,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201173493597962240.jpeg,https://www.picturethisai.com/wiki/Chrysanthemum_×_morifolium.html
Garden phlox,Phlox paniculata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154155636244873243.jpeg,https://www.picturethisai.com/wiki/Phlox_paniculata.html
Green ash,Fraxinus pennsylvanica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/237899071756566528.jpeg,https://www.picturethisai.com/wiki/Fraxinus_pennsylvanica.html
Garden cosmos,Cosmos bipinnatus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154184588619415583.jpeg,https://www.picturethisai.com/wiki/Cosmos_bipinnatus.html
Ghost plant,Graptopetalum paraguayense,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154147789339623453.jpeg,https://www.picturethisai.com/wiki/Graptopetalum_paraguayense.html
Garden snapdragon,Antirrhinum majus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/393491859855376384.jpeg,https://www.picturethisai.com/wiki/Antirrhinum_majus.html
Horseweed,Erigeron canadensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153461895947354149.jpeg,https://www.picturethisai.com/wiki/Erigeron_canadensis.html
Heartleaf philodendron,Philodendron hederaceum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201221120490340352.jpeg,https://www.picturethisai.com/wiki/Philodendron_hederaceum.html
Heart of jesus,Caladium bicolor,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154122277233885212.jpeg,https://www.picturethisai.com/wiki/Caladium_bicolor.html
Hardy fuchsia,Fuchsia magellanica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348127380187283456.jpeg,https://www.picturethisai.com/wiki/Fuchsia_magellanica.html
Honey locust,Gleditsia triacanthos,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347099555858644992.jpeg,https://www.picturethisai.com/wiki/Gleditsia_triacanthos.html
Heavenly bamboo,Nandina domestica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154179791140945944.jpeg,https://www.picturethisai.com/wiki/Nandina_domestica.html
Highbush blueberry,Vaccinium corymbosum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/214257325487718400.jpeg,https://www.picturethisai.com/wiki/Vaccinium_corymbosum.html
Hedge bindweed,Calystegia sepium,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154235479686905857.jpeg,https://www.picturethisai.com/wiki/Calystegia_sepium.html
Horse Chestnut,Aesculus hippocastanum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153404669803102231.jpeg,https://www.picturethisai.com/wiki/Aesculus_hippocastanum.html
Hairy crabgrass,Digitaria sanguinalis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202701239235117056.jpeg,https://www.picturethisai.com/wiki/Digitaria_sanguinalis.html
Indian Laurel,Ficus microcarpa,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154245435421097989.jpeg,https://www.picturethisai.com/wiki/Ficus_microcarpa.html
Indian shot,Canna indica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154076621731528708.jpeg,https://www.picturethisai.com/wiki/Canna_indica.html
Jade plant,Crassula ovata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154223947699716110.jpeg,https://www.picturethisai.com/wiki/Crassula_ovata.html
Japanese maple,Acer palmatum,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347099938110734336.jpeg,https://www.picturethisai.com/wiki/Acer_palmatum.html
Japanese meadowsweet,Spiraea japonica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202658835023003648.jpeg,https://www.picturethisai.com/wiki/Spiraea_japonica.html
Japanese cherry,Prunus serrulata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153446429770121227.jpeg,https://www.picturethisai.com/wiki/Prunus_serrulata.html
Japanese camellia,Camellia japonica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/348098389158035456.jpeg,https://www.picturethisai.com/wiki/Camellia_japonica.html
Japanese barberry,Berberis thunbergii,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201167948795183104.jpeg,https://www.picturethisai.com/wiki/Berberis_thunbergii.html
Japanese honeysuckle,Lonicera japonica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154138791383138312.jpeg,https://www.picturethisai.com/wiki/Lonicera_japonica.html
Johnny jump up,Viola tricolor,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154040007135330320.jpeg,https://www.picturethisai.com/wiki/Viola_tricolor.html
Japanese knotweed,Reynoutria japonica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202702437530992640.jpeg,https://www.picturethisai.com/wiki/Reynoutria_japonica.html
Jerusalem artichoke,Helianthus tuberosus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317743235346825216.jpeg,https://www.picturethisai.com/wiki/Helianthus_tuberosus.html
Kousa dogwood,Cornus kousa,,https://www.picturethisai.com/wiki/Cornus_kousa.html
Kentucky bluegrass,Poa pratensis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154159742233608208.jpeg,https://www.picturethisai.com/wiki/Poa_pratensis.html
Kikuyu grass,Cenchrus clandestinus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154197048319541266.jpeg,https://www.picturethisai.com/wiki/Cenchrus_clandestinus.html
Kentia palm,Howea forsteriana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153998242873344037.jpeg,https://www.picturethisai.com/wiki/Howea_forsteriana.html
Lemon,Citrus limon,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201174112073252864.jpeg,https://www.picturethisai.com/wiki/Citrus_limon.html
Lambsquarters,Chenopodium album,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154100901181653029.jpeg,https://www.picturethisai.com/wiki/Chenopodium_album.html
Lucky bamboo,Dracaena sanderiana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154061713900044317.jpeg,https://www.picturethisai.com/wiki/Dracaena_sanderiana.html
Large-leaved lime,Tilia platyphyllos,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154194733332168715.jpeg,https://www.picturethisai.com/wiki/Tilia_platyphyllos.html
Lady orchid,Orchis purpurea,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/221567072064012288.jpeg,https://www.picturethisai.com/wiki/Orchis_purpurea.html
Lemon balm,Melissa officinalis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154180800458260482.jpeg,https://www.picturethisai.com/wiki/Melissa_officinalis.html
Lesser burdock,Arctium minus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153965467977908248.jpeg,https://www.picturethisai.com/wiki/Arctium_minus.html
Lady's thumb,Persicaria maculosa,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153963333379162148.jpeg,https://www.picturethisai.com/wiki/Persicaria_maculosa.html
Loquat,Eriobotrya japonica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317736071341375488.jpeg,https://www.picturethisai.com/wiki/Eriobotrya_japonica.html
Lindheimer's beeblossom,Oenothera lindheimeri,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153835742785699879.jpeg,https://www.picturethisai.com/wiki/Oenothera_lindheimeri.html
Madagascar dragon tree,Dracaena reflexa var. angustifolia,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153714491563966470.jpeg,https://www.picturethisai.com/wiki/Dracaena_reflexa_var._angustifolia.html
Mulberry,Morus alba,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154088810848714775.jpeg,https://www.picturethisai.com/wiki/Morus_alba.html
Money tree,Pachira glabra,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/347119866758987776.jpeg,https://www.picturethisai.com/wiki/Pachira_glabra.html
Madagascar periwinkle,Catharanthus roseus,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/202698610715131904.jpeg,https://www.picturethisai.com/wiki/Catharanthus_roseus.html
Multiflora rose,Rosa multiflora,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153844023482646528.jpeg,https://www.picturethisai.com/wiki/Rosa_multiflora.html
Mango tree,Mangifera indica,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/317750884683579392.jpeg,https://www.picturethisai.com/wiki/Mangifera_indica.html
Mandarin orange,Citrus reticulata,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153936137646243865.jpeg,https://www.picturethisai.com/wiki/Citrus_reticulata.html
Monstera obliqua,Monstera obliqua,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/201219256474533888.jpeg,https://www.picturethisai.com/wiki/Monstera_obliqua.html
Mother of thousands,Kalanchoe daigremontiana,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154176350872141850.jpeg,https://www.picturethisai.com/wiki/Kalanchoe_daigremontiana.html
Maize,Zea mays,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153466251044192267.jpeg,https://www.picturethisai.com/wiki/Zea_mays.html
Norway maple,Acer platanoides,,https://www.picturethisai.com/wiki/Acer_platanoides.html
New guinea impatiens,Impatiens hawkeri,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/154189261543833641.jpeg,https://www.picturethisai.com/wiki/Impatiens_hawkeri.html
Nerve plant,Fittonia albivenis,https://www.picturethisai.com/image-handle/website_cmsname/image/1080/153868848393617419.jpeg,https://www.picturethisai.com/wiki/Fittonia_albivenis.html
